country,iso3,hs8,year,tariff_max,tariff_scaled,effective_mdate
"AUSTRIA","AUT",7133350,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",7133350,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",10063090,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",10063090,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",22083090,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",22083090,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",24039900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",24039900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",33011200,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",33011200,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",33029000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",33029000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",33041000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",33041000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",33042000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",33042000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",33043000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",33043000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",33049100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",33049100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",48183000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",48183000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",48185000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",48185000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",48189000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",48189000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",59111020,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",59111020,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",59113100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",59113100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",59113200,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",59113200,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",61091000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",61091000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",61099010,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",61099010,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",61099015,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",61099015,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",62034210,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",62034210,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",62034240,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",62034240,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",62034350,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",62034350,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",62046210,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",62046210,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",62046240,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",62046240,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",62053020,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",62053020,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",63013000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",63013000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",64021900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",64021900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",64029918,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",64029918,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",64029954,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",64029954,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",64029957,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",64029957,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",64035980,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",64035980,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",69111055,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",69111055,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",69119000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",69119000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",69120010,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",69120010,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",69120025,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",69120025,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",69131000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",69131000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",69139000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",69139000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",69149000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",69149000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",70072110,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",70072110,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",70072150,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",70072150,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",70072900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",70072900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",70091000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",70091000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",70099100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",70099100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",70132800,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",70132800,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",71131100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",71131100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",71131900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",71131900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",71132000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",71132000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",72222000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",72222000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",72230000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",72230000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",72269240,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",72269240,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",72283080,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",72283080,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",72285050,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",72285050,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",72299005,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",72299005,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",72299080,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",72299080,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73012010,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73012010,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73012050,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73012050,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73044100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73044100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73063010,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73063010,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73064010,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73064010,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73071100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73071100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73071990,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73071990,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73083000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73083000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73084000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73084000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73089010,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73089010,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73089090,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73089090,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73090000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73090000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73102900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73102900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73110000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73110000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73141400,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73141400,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73151100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73151100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73151200,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73151200,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73151900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73151900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73159000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73159000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73181400,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73181400,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73181600,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73181600,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73211150,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73211150,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73229000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73229000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73239300,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73239300,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73239900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73239900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73251000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73251000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73259900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73259900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73269010,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73269010,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73269035,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73269035,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73269060,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73269060,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",73269086,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",73269086,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",76042910,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",76042910,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",76042930,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",76042930,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",76061130,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",76061130,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",76061230,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",76061230,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",76061260,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",76061260,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",85069000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",85069000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",85437020,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",85437020,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",85437060,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",85437060,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",85437071,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",85437071,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",85437080,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",85437080,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",85437085,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",85437085,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",85437096,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",85437096,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",87114000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",87114000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",87115000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",87115000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",89039100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",89039100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",89039200,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",89039200,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",89039910,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",89039910,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",89039920,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",89039920,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",89039990,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",89039990,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94016130,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94016130,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94016160,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94016160,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94016920,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94016920,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94016930,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94016930,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94017100,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94017100,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94017900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94017900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94018000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94018000,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94049040,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94049040,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94049070,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94049070,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",94059900,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",94059900,2019,0.250,0.250,2018m6
"AUSTRIA","AUT",95044000,2018,0.250,0.146,2018m6
"AUSTRIA","AUT",95044000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",7119055,2018,0.250,0.146,2018m6
"BELGIUM","BEL",7119055,2019,0.250,0.250,2018m6
"BELGIUM","BEL",7133330,2018,0.250,0.146,2018m6
"BELGIUM","BEL",7133330,2019,0.250,0.250,2018m6
"BELGIUM","BEL",7133350,2018,0.250,0.146,2018m6
"BELGIUM","BEL",7133350,2019,0.250,0.250,2018m6
"BELGIUM","BEL",10059040,2018,0.250,0.146,2018m6
"BELGIUM","BEL",10059040,2019,0.250,0.250,2018m6
"BELGIUM","BEL",10063010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",10063010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",10063090,2018,0.250,0.146,2018m6
"BELGIUM","BEL",10063090,2019,0.250,0.250,2018m6
"BELGIUM","BEL",19041000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",19041000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",20019065,2018,0.250,0.146,2018m6
"BELGIUM","BEL",20019065,2019,0.250,0.250,2018m6
"BELGIUM","BEL",20049080,2018,0.250,0.146,2018m6
"BELGIUM","BEL",20049080,2019,0.250,0.250,2018m6
"BELGIUM","BEL",20049085,2018,0.250,0.146,2018m6
"BELGIUM","BEL",20049085,2019,0.250,0.250,2018m6
"BELGIUM","BEL",20081110,2018,0.250,0.146,2018m6
"BELGIUM","BEL",20081110,2019,0.250,0.250,2018m6
"BELGIUM","BEL",20081120,2018,0.250,0.146,2018m6
"BELGIUM","BEL",20081120,2019,0.250,0.250,2018m6
"BELGIUM","BEL",20089300,2018,0.250,0.146,2018m6
"BELGIUM","BEL",20089300,2019,0.250,0.250,2018m6
"BELGIUM","BEL",22083060,2018,0.250,0.146,2018m6
"BELGIUM","BEL",22083060,2019,0.250,0.250,2018m6
"BELGIUM","BEL",22083090,2018,0.250,0.146,2018m6
"BELGIUM","BEL",22083090,2019,0.250,0.250,2018m6
"BELGIUM","BEL",24021030,2018,0.250,0.146,2018m6
"BELGIUM","BEL",24021030,2019,0.250,0.250,2018m6
"BELGIUM","BEL",24021070,2018,0.250,0.146,2018m6
"BELGIUM","BEL",24021070,2019,0.250,0.250,2018m6
"BELGIUM","BEL",24031900,2018,0.250,0.146,2018m6
"BELGIUM","BEL",24031900,2019,0.250,0.250,2018m6
"BELGIUM","BEL",24039100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",24039100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",24039900,2018,0.250,0.146,2018m6
"BELGIUM","BEL",24039900,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33011200,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33011200,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33011300,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33011300,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33019010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33019010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33019050,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33019050,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33029000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33029000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33041000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33041000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33042000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33042000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33043000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33043000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33049100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33049100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",33053000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",33053000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",48182000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",48182000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",48183000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",48183000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",48185000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",48185000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",48189000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",48189000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",56060000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",56060000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",59070000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",59070000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",59111010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",59111010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",59111020,2018,0.250,0.146,2018m6
"BELGIUM","BEL",59111020,2019,0.250,0.250,2018m6
"BELGIUM","BEL",59113100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",59113100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",59113200,2018,0.250,0.146,2018m6
"BELGIUM","BEL",59113200,2019,0.250,0.250,2018m6
"BELGIUM","BEL",61091000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",61091000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",61099010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",61099010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",61099020,2018,0.250,0.146,2018m6
"BELGIUM","BEL",61099020,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62034210,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62034210,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62034240,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62034240,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62034310,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62034310,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62034350,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62034350,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62046210,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62046210,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62046220,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62046220,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62046240,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62046240,2019,0.250,0.250,2018m6
"BELGIUM","BEL",62053020,2018,0.250,0.146,2018m6
"BELGIUM","BEL",62053020,2019,0.250,0.250,2018m6
"BELGIUM","BEL",63013000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",63013000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",63023100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",63023100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",64021900,2018,0.250,0.146,2018m6
"BELGIUM","BEL",64021900,2019,0.250,0.250,2018m6
"BELGIUM","BEL",64029918,2018,0.250,0.146,2018m6
"BELGIUM","BEL",64029918,2019,0.250,0.250,2018m6
"BELGIUM","BEL",64029951,2018,0.250,0.146,2018m6
"BELGIUM","BEL",64029951,2019,0.250,0.250,2018m6
"BELGIUM","BEL",64029954,2018,0.250,0.146,2018m6
"BELGIUM","BEL",64029954,2019,0.250,0.250,2018m6
"BELGIUM","BEL",64029957,2018,0.250,0.146,2018m6
"BELGIUM","BEL",64029957,2019,0.250,0.250,2018m6
"BELGIUM","BEL",64035910,2018,0.250,0.146,2018m6
"BELGIUM","BEL",64035910,2019,0.250,0.250,2018m6
"BELGIUM","BEL",64035980,2018,0.250,0.146,2018m6
"BELGIUM","BEL",64035980,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69111010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69111010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69111055,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69111055,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69119000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69119000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69120010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69120010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69131000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69131000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69139000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69139000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69141000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69141000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",69149000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",69149000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",70071900,2018,0.250,0.146,2018m6
"BELGIUM","BEL",70071900,2019,0.250,0.250,2018m6
"BELGIUM","BEL",70072110,2018,0.250,0.146,2018m6
"BELGIUM","BEL",70072110,2019,0.250,0.250,2018m6
"BELGIUM","BEL",70072150,2018,0.250,0.146,2018m6
"BELGIUM","BEL",70072150,2019,0.250,0.250,2018m6
"BELGIUM","BEL",70072900,2018,0.250,0.146,2018m6
"BELGIUM","BEL",70072900,2019,0.250,0.250,2018m6
"BELGIUM","BEL",70091000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",70091000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",70132800,2018,0.250,0.146,2018m6
"BELGIUM","BEL",70132800,2019,0.250,0.250,2018m6
"BELGIUM","BEL",71023100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",71023100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",71131100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",71131100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",71131900,2018,0.250,0.146,2018m6
"BELGIUM","BEL",71131900,2019,0.250,0.250,2018m6
"BELGIUM","BEL",71132000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",71132000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72101200,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72101200,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72193200,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72193200,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72193300,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72193300,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72193400,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72193400,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72193500,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72193500,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72222000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72222000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72224000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72224000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72230000,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72230000,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72269240,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72269240,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72283050,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72283050,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72283080,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72283080,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72285010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72285010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72285050,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72285050,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72299005,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72299005,2019,0.250,0.250,2018m6
"BELGIUM","BEL",72299080,2018,0.250,0.146,2018m6
"BELGIUM","BEL",72299080,2019,0.250,0.250,2018m6
"BELGIUM","BEL",73012010,2018,0.250,0.146,2018m6
"BELGIUM","BEL",73012010,2019,0.250,0.250,2018m6
"BELGIUM","BEL",73012050,2018,0.250,0.146,2018m6
"BELGIUM","BEL",73012050,2019,0.250,0.250,2018m6
"BELGIUM","BEL",73043100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",73043100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",73044100,2018,0.250,0.146,2018m6
"BELGIUM","BEL",73044100,2019,0.250,0.250,2018m6
"BELGIUM","BEL",73063015,2018,0.250,0.146,2018m6
"BELGIUM","BEL",73063015,2019,0.250,0.250,2018m6
"BELGIUM","BEL",73063020,2018,0.250,0.146,2018m6
"BELGIUM","BEL",73063020,2019,0.250,0.250,2018m6
"BELGIUM","BEL",73063040,2018,0.250,0.146,2018m6
